trip_id,arrival_time,departure_time,stop_sequence,stop_id
256A_1,10:51:02,10:51:02,4,S316
256A_1,10:53:10,10:53:10,5,S167
256A_1,10:55:35,10:55:35,6,S165
256A_1,11:00:18,11:00:18,7,S162
256A_1,11:03:16,11:03:16,8,S187
256A_1,11:04:13,11:04:13,9,S2253
256A_1,11:07:28,11:07:28,10,S2254
256A_1,11:08:59,11:08:59,11,S2255
256A_1,11:09:54,11:09:54,12,S2256
256A_1,11:14:42,11:14:42,13,S1570
256A_1,11:16:49,11:16:49,14,S2220
256A_1,11:18:03,11:18:03,15,S2221
256A_1,11:23:30,11:23:30,16,S2262
256A_1,11:27:33,11:27:33,17,S2263
256A_1,11:32:55,11:32:55,18,S2222
256A_1,11:44:56,11:44:56,19,S2266
256A_1,11:51:36,11:51:36,20,S2268
256A_1,11:59:41,11:59:41,21,S2269
256A_1,12:09:20,12:09:20,22,S2271
256A_1,12:29:36,12:29:36,23,T244
256B_1,9:50:16,9:50:16,1,T244
256B_1,10:22:01,10:22:01,2,S2275
256B_1,10:25:03,10:25:03,3,S2276
256B_1,10:27:02,10:27:02,4,S171
256B_1,10:28:41,10:28:41,5,S2278
256B_1,10:29:31,10:29:31,6,S321
256B_1,10:32:31,10:32:31,7,S2280
256B_1,10:40:00,10:40:00,8,S2282
256B_1,10:41:06,10:41:06,9,S2283
256B_1,10:42:20,10:42:20,10,T2244
260A_1,8:52:28,8:52:28,1,T2285
260A_1,8:58:19,8:58:19,2,S2287
260A_1,9:00:14,9:00:14,3,S2288
260A_1,9:02:32,9:02:32,4,S2289
260A_1,9:03:27,9:03:27,5,S2290
260A_1,9:04:31,9:04:31,6,S2291
260A_1,9:06:17,9:06:17,7,S210
260A_1,9:07:24,9:07:24,8,S2293
260A_1,9:08:11,9:08:11,9,S2294
260A_1,9:10:25,9:10:25,10,S2295
260A_1,9:11:32,9:11:32,11,S2296
260A_1,9:18:26,9:18:26,12,S2298
260A_1,9:45:09,9:45:09,13,S914
260A_1,9:57:58,9:57:58,14,S2300
260A_1,10:03:59,10:03:59,15,T2301
260B_1,10:05:21,10:05:21,1,T2301
260B_1,10:14:10,10:14:10,2,S1003
260B_1,10:23:27,10:23:27,3,S1154
260B_1,10:27:04,10:27:04,4,S2093
260B_1,10:28:20,10:28:20,5,S2094
260B_1,10:31:06,10:31:06,6,S2308
260B_1,10:32:04,10:32:04,7,S2097
260B_1,10:35:04,10:35:04,8,S2311
260B_1,10:39:07,10:39:07,9,T2285
262A_1,10:52:11,10:52:11,1,T2313
262A_1,10:55:20,10:55:20,2,S2315
262A_1,10:56:01,10:56:01,3,S2316
262A_1,10:59:51,10:59:51,4,S2289
262A_1,11:16:58,11:16:58,5,S2318
262A_1,11:19:59,11:19:59,6,S2300
262A_1,11:24:01,11:24:01,7,T2301
262B_1,11:26:23,11:26:23,1,T2301
262B_1,12:24:54,12:24:54,2,S2323
262B_1,12:27:06,12:27:06,3,S2324
262B_1,12:29:31,12:29:31,4,T2313
263A_1,11:45:01,11:45:01,1,T2166
263A_1,12:21:49,12:21:49,2,S2328
263A_1,12:23:04,12:23:04,3,S117
263A_1,12:25:28,12:25:28,4,S2330
263A_1,12:27:12,12:27:12,5,S2332
263A_1,12:28:47,12:28:47,6,S2333
263A_1,12:29:34,12:29:34,7,S2334
263A_1,12:33:38,12:33:38,8,S2335
263A_1,12:35:45,12:35:45,9,S853
263A_1,12:37:46,12:37:46,10,S2337
263A_1,12:41:55,12:41:55,11,S1798
263A_1,12:49:29,12:49:29,12,S2340
263A_1,12:55:45,12:55:45,13,S2341
263A_1,13:02:10,13:02:10,14,T2342
263B_1,13:26:42,13:26:42,1,T835
263B_1,13:36:46,13:36:46,2,S2345
263B_1,13:39:54,13:39:54,3,S504
263B_1,13:44:40,13:44:40,4,S306
263B_1,13:47:18,13:47:18,5,S2351
263B_1,13:50:07,13:50:07,6,S2352
263B_1,13:53:25,13:53:25,7,S2354
263B_1,13:54:31,13:54:31,8,S2355
263B_1,13:56:18,13:56:18,9,S2356
263B_1,13:59:19,13:59:19,10,S2357
263B_1,14:03:00,14:03:00,11,S2359
263B_1,14:06:24,14:06:24,12,S881
263B_1,14:11:15,14:11:15,13,S2362
263B_1,14:12:13,14:12:13,14,S2363
263B_1,14:13:15,14:13:15,15,S2364
263B_1,14:14:21,14:14:21,16,S2365
263B_1,14:16:02,14:16:02,17,S2366
263B_1,14:27:01,14:27:01,18,T2166
264A_1,13:13:29,13:13:29,1,T2368
264A_1,13:17:14,13:17:14,2,S2370
264A_1,13:18:06,13:18:06,3,S2371
264A_1,13:19:43,13:19:43,4,S2373
264A_1,13:20:57,13:20:57,5,S1923
264A_1,13:24:04,13:24:04,6,S2375
264A_1,13:26:53,13:26:53,7,S1877
264A_1,13:28:26,13:28:26,8,S1949
264A_1,13:30:17,13:30:17,9,S2380
264A_1,13:31:48,13:31:48,10,T211
264B_1,12:48:49,12:48:49,1,T211
264B_1,12:54:20,12:54:20,2,S1818
264B_1,12:55:55,12:55:55,3,S1815
264B_1,12:57:47,12:57:47,4,S1863
264B_1,12:59:41,12:59:41,5,S2387
264B_1,13:01:07,13:01:07,6,S2388
264B_1,13:02:14,13:02:14,7,S2390
264B_1,13:05:31,13:05:31,8,S1933
264B_1,13:07:17,13:07:17,9,S2394
264B_1,13:08:40,13:08:40,10,S1932
264B_1,13:11:05,13:11:05,11,T2368
265A_1,9:23:56,9:23:56,1,T75
265A_1,9:27:16,9:27:16,2,S1111
265A_1,9:30:47,9:30:47,3,S2401
265A_1,9:31:59,9:31:59,4,S2403
265A_1,9:33:15,9:33:15,5,T2404
265B_1,9:37:07,9:37:07,1,T2404
265B_1,9:48:30,9:48:30,2,S2407
265B_1,9:52:03,9:52:03,3,S2409
265B_1,9:54:07,9:54:07,4,S2410
265B_1,9:55:36,9:55:36,5,T75
266A_1,8:23:30,8:23:30,1,T75
266A_1,8:36:11,8:36:11,2,S2414
266A_1,8:41:05,8:41:05,3,T2415
266B_1,8:41:05,8:41:05,1,T2415
266B_1,8:58:14,8:58:14,2,T75
267A_1,9:59:02,9:59:02,1,T75
267A_1,10:12:15,10:12:15,2,S2421
267A_1,10:14:43,10:14:43,3,S2422
267A_1,10:15:40,10:15:40,4,S2423
267A_1,10:16:33,10:16:33,5,S2424
267A_1,10:18:29,10:18:29,6,S2425
267A_1,10:19:49,10:19:49,7,S2426
267A_1,10:22:09,10:22:09,8,S2428
267A_1,10:22:58,10:22:58,9,S2429
267A_1,10:24:09,10:24:09,10,T2431
267B_1,10:24:56,10:24:56,1,T2431
267B_1,10:26:29,10:26:29,2,S2434
267B_1,10:28:26,10:28:26,3,S2435
267B_1,10:29:46,10:29:46,4,S2436
267B_1,10:33:39,10:33:39,5,S2437
267B_1,10:36:22,10:36:22,6,S2438
267B_1,10:40:09,10:40:09,7,T75
269A_1,12:49:20,12:49:20,1,T75
269A_1,13:03:37,13:03:37,2,S2442
269A_1,13:05:53,13:05:53,3,S2443
269A_1,13:07:11,13:07:11,4,T1216
269B_1,13:22:01,13:22:01,1,T1216
269B_1,13:23:39,13:23:39,2,S2447
269B_1,13:30:27,13:30:27,3,T75
270A_1,12:46:35,12:46:35,1,T75
270A_1,12:50:53,12:50:53,2,S2451
270A_1,12:52:24,12:52:24,3,S2452
270A_1,12:53:18,12:53:18,4,S2453
270A_1,12:57:57,12:57:57,5,S2454
270A_1,12:58:40,12:58:40,6,S2455
270A_1,13:00:10,13:00:10,7,S991
270A_1,13:00:49,13:00:49,8,S2457
270A_1,13:01:29,13:01:29,9,S2458
270A_1,13:03:40,13:03:40,10,S993
270A_1,13:04:53,13:04:53,11,T994
270B_1,13:08:08,13:08:08,1,T994
270B_1,13:09:38,13:09:38,2,S2463
270B_1,13:11:00,13:11:00,3,S2464
270B_1,13:14:09,13:14:09,4,S934
270B_1,13:14:58,13:14:58,5,S934
270B_1,13:16:10,13:16:10,6,S2467
270B_1,13:18:57,13:18:57,7,S2468
270B_1,13:27:05,13:27:05,8,T75
271A_1,13:44:13,13:44:13,1,T2470
271A_1,13:58:20,13:58:20,2,S2472
271A_1,13:59:38,13:59:38,3,S2473
271A_1,14:00:16,14:00:16,4,S2474
271A_1,14:01:41,14:01:41,5,S2475
271A_1,14:02:26,14:02:26,6,S890
271A_1,14:03:30,14:03:30,7,S891
271A_1,14:06:21,14:06:21,8,T2478
271B_1,14:09:17,14:09:17,1,T894
271B_1,14:16:52,14:16:52,2,S2481
271B_1,14:17:57,14:17:57,3,S2482
271B_1,14:21:00,14:21:00,4,S2483
271B_1,14:22:15,14:22:15,5,S2484
271B_1,14:24:29,14:24:29,6,S2486
271B_1,14:27:03,14:27:03,7,S2487
271B_1,14:28:57,14:28:57,8,S2488
271B_1,14:31:08,14:31:08,9,S1123
271B_1,14:32:26,14:32:26,10,S2409
271B_1,14:34:27,14:34:27,11,T2470
273A_1,14:39:50,14:39:50,1,T2470
273A_1,14:51:45,14:51:45,2,S2495
273A_1,14:58:22,14:58:22,3,T2496
273B_1,15:02:24,15:02:24,1,T2497
273B_1,15:17:48,15:17:48,2,S2437
273B_1,15:19:26,15:19:26,3,S2488
273B_1,15:22:31,15:22:31,4,S2438
273B_1,15:23:26,15:23:26,5,S1123
273B_1,15:29:30,15:29:30,6,T2470
274A_1,9:14:41,9:14:41,1,T75
274A_1,10:45:21,10:45:21,2,S2508
274A_1,10:47:15,10:47:15,3,S2509
274A_1,10:54:22,10:54:22,4,S2510
274A_1,10:56:34,10:56:34,5,T1601
274B_1,11:10:29,11:10:29,1,T1601
274B_1,11:23:20,11:23:20,2,S2515
274B_1,11:35:43,11:35:43,3,S2516
274B_1,11:44:32,11:44:32,4,S2517
274B_1,12:38:23,12:38:23,5,T75
275A_1,10:47:02,10:47:02,1,T75
275A_1,11:25:24,11:25:24,2,S2522
275A_1,11:35:10,11:35:10,3,S2523
275A_1,11:38:44,11:38:44,4,S1573
275A_1,11:39:56,11:39:56,5,S280
275A_1,11:41:10,11:41:10,6,S282
275A_1,11:44:45,11:44:45,7,S2528
275A_1,11:51:05,11:51:05,8,S286
275A_1,11:53:11,11:53:11,9,S2530
275A_1,11:55:57,11:55:57,10,T288
275B_1,11:57:15,11:57:15,1,T288
275B_1,12:07:55,12:07:55,2,S2534
275B_1,12:13:31,12:13:31,3,S294
275B_1,12:23:21,12:23:21,4,S2536
275B_1,12:28:39,12:28:39,5,S1581
275B_1,12:31:04,12:31:04,6,S2540
275B_1,12:32:03,12:32:03,7,S2541
275B_1,12:35:07,12:35:07,8,S1585
275B_1,12:42:15,12:42:15,9,S332
275B_1,12:49:10,12:49:10,10,S2547
275B_1,12:57:51,12:57:51,11,S1588
275B_1,13:01:24,13:01:24,12,S1589
275B_1,13:08:56,13:08:56,13,S1592
275B_1,13:19:20,13:19:20,14,S2555
275B_1,13:21:37,13:21:37,15,S2517
275B_1,13:49:06,13:49:06,16,S2559
275B_1,13:57:11,13:57:11,17,S2561
275B_1,13:58:46,13:58:46,18,S2562
275B_1,14:04:56,14:04:56,19,T75
276A_1,9:10:32,9:10:32,1,T2470
276A_1,9:34:49,9:34:49,2,S2566
276A_1,9:36:58,9:36:58,3,S2567
276A_1,9:39:31,9:39:31,4,S2294
276A_1,9:40:02,9:40:02,5,S2293
276A_1,9:40:53,9:40:53,6,S210
276A_1,9:42:27,9:42:27,7,S2291
276A_1,9:44:06,9:44:06,8,S2289
276A_1,9:45:26,9:45:26,9,S2288
276A_1,9:47:14,9:47:14,10,T2575
276B_1,9:49:14,9:49:14,1,T2575
276B_1,10:11:41,10:11:41,2,S2578
276B_1,10:13:51,10:13:51,3,S2311
276B_1,10:20:58,10:20:58,4,S2580
276B_1,10:30:05,10:30:05,5,S2437
276B_1,10:31:32,10:31:32,6,S2582
276B_1,10:32:30,10:32:30,7,S2583
276B_1,10:33:39,10:33:39,8,S2438
276B_1,10:34:30,10:34:30,9,S1123
276B_1,10:38:09,10:38:09,10,T75
277A_1,14:25:10,14:25:10,1,T2470
277A_1,14:32:44,14:32:44,2,S2589
277A_1,14:35:20,14:35:20,3,S2590
277A_1,14:36:28,14:36:28,4,S2591
277A_1,14:37:14,14:37:14,5,S2592
277A_1,14:38:48,14:38:48,6,S928
277A_1,14:40:47,14:40:47,7,S2594
277A_1,14:43:28,14:43:28,8,S2595
277B_1,14:44:45,14:44:45,1,T2596
277B_1,14:52:23,14:52:23,2,S998
277B_1,14:53:29,14:53:29,3,S2599
277B_1,14:54:58,14:54:58,4,S2600
277B_1,14:56:44,14:56:44,5,S2468
277B_1,14:58:44,14:58:44,6,S2488
277B_1,15:00:04,15:00:04,7,S2583
277B_1,15:02:20,15:02:20,8,S1123
277B_1,15:05:02,15:05:02,9,S2608
277B_1,15:08:42,15:08:42,10,T2470
278A_1,9:18:30,9:18:30,1,T1009
278A_1,9:55:47,9:55:47,2,S2612
278A_1,9:59:28,9:59:28,3,S2613
278A_1,10:00:49,10:00:49,4,S2614
278A_1,10:08:42,10:08:42,5,S2615
278A_1,10:20:20,10:20:20,6,T2616
278B_1,10:21:05,10:21:05,1,T2616
278B_1,11:34:54,11:34:54,2,T2619
281A_1,9:42:24,9:42:24,1,T75
281A_1,9:54:43,9:54:43,2,S2622
281A_1,10:00:26,10:00:26,3,S947
281A_1,10:02:35,10:02:35,4,S949
281A_1,10:04:16,10:04:16,5,S950
281A_1,10:05:03,10:05:03,6,S2627
281A_1,10:06:04,10:06:04,7,S2628
281A_1,10:08:09,10:08:09,8,T953
281B_1,10:09:33,10:09:33,1,T953
281B_1,10:29:50,10:29:50,2,S2632
281B_1,10:32:22,10:32:22,3,S1122
281B_1,10:36:57,10:36:57,4,S2634
281B_1,10:37:46,10:37:46,5,S2635
281B_1,10:39:55,10:39:55,6,S2636
281B_1,10:42:39,10:42:39,7,S2637
281B_1,10:55:30,10:55:30,8,T75
282A_1,11:06:46,11:06:46,1,T2470
282A_1,11:16:42,11:16:42,2,S2641
282A_1,11:18:39,11:18:39,3,S2082
282A_1,11:26:16,11:26:16,4,T2643
282B_1,12:36:12,12:36:12,1,T2643
282B_1,12:39:02,12:39:02,2,S2646
282B_1,12:39:59,12:39:59,3,S2647
282B_1,12:42:03,12:42:03,4,S2649
282B_1,12:44:18,12:44:18,5,S2650
282B_1,12:46:22,12:46:22,6,S2652
282B_1,12:52:02,12:52:02,7,S2488
282B_1,12:56:09,12:56:09,8,S2438
282B_1,12:59:22,12:59:22,9,S2409
282B_1,13:03:24,13:03:24,10,T75
283A_1,9:27:04,9:27:04,1,T75
283A_1,9:31:40,9:31:40,2,S1011
283A_1,9:32:22,9:32:22,3,S1018
283A_1,9:37:04,9:37:04,4,S2664
283A_1,9:40:01,9:40:01,5,S2665
283A_1,9:41:30,9:41:30,6,S2666
283A_1,9:42:43,9:42:43,7,S925
283A_1,9:44:40,9:44:40,8,S2668
283A_1,9:45:45,9:45:45,9,S2669
283A_1,9:47:14,9:47:14,10,S2318
283A_1,9:49:05,9:49:05,11,S2672
283A_1,9:50:02,9:50:02,12,S2673
283A_1,9:52:35,9:52:35,13,T2674
283B_1,11:43:22,11:43:22,1,T2674
283B_1,12:01:11,12:01:11,2,S2677
283B_1,12:06:40,12:06:40,3,S1025
283B_1,12:08:41,12:08:41,4,T75
284A_1,13:18:10,13:18:10,1,T75
284A_1,13:38:43,13:38:43,2,S2682
284A_1,13:40:10,13:40:10,3,S2683
284A_1,13:46:05,13:46:05,4,T2684
286A_1,10:03:25,10:03:25,1,T75
286A_1,10:17:41,10:17:41,2,S2687
286A_1,10:25:25,10:25:25,3,T2688
286B_1,10:33:23,10:33:23,1,T2688
286B_1,11:03:36,11:03:36,2,T75
287A_1,11:10:54,11:10:54,1,T75
287A_1,11:25:03,11:25:03,2,T2694
287B_1,11:27:37,11:27:37,1,T2695
287B_1,11:34:15,11:34:15,2,S2697
287B_1,11:42:03,11:42:03,3,T75
288A_1,13:40:36,13:40:36,1,T75
288A_1,13:53:16,13:53:16,2,S2702
288A_1,13:56:46,13:56:46,3,S43
288A_1,13:58:22,13:58:22,4,T1492
288B_1,13:59:58,13:59:58,1,T1492
288B_1,14:06:14,14:06:14,2,S2707
288B_1,14:08:46,14:08:46,3,S2708
288B_1,14:10:35,14:10:35,4,T75
290A_1,11:17:23,11:17:23,1,T75
290A_1,11:32:02,11:32:02,2,S1979
290A_1,11:32:57,11:32:57,3,S1949
290A_1,11:36:41,11:36:41,4,T211
290B_1,14:26:50,14:26:50,1,T211
290B_1,14:39:37,14:39:37,2,S958
290B_1,14:43:04,14:43:04,3,T75
291A_1,10:06:37,10:06:37,1,T75
291A_1,10:15:04,10:15:04,2,S2721
291A_1,10:19:50,10:19:50,3,T2497
291B_1,10:21:04,10:21:04,1,T2497
291B_1,10:26:20,10:26:20,2,S2468
291B_1,10:33:12,10:33:12,3,T75
293A_1,10:37:43,10:37:43,1,T75
293A_1,10:47:51,10:47:51,2,S2495
293A_1,10:49:36,10:49:36,3,S2730
293A_1,10:52:46,10:52:46,4,S2731
293A_1,10:55:33,10:55:33,5,T2732
293B_1,11:00:32,11:00:32,1,T2732
293B_1,11:04:22,11:04:22,2,S2735
293B_1,11:15:53,11:15:53,3,S2409
293B_1,11:18:31,11:18:31,4,T75
295A_1,9:00:19,9:00:19,1,T75
295A_1,9:12:23,9:12:23,2,S949
295A_1,9:14:53,9:14:53,3,T2741
295B_1,9:16:53,9:16:53,1,T2741
295B_1,9:26:06,9:26:06,2,T75
296A_1,9:28:08,9:28:08,1,T75
296A_1,9:39:16,9:39:16,2,S949
296A_1,9:39:51,9:39:51,3,S2748
296A_1,9:41:40,9:41:40,4,T953
296B_1,9:43:47,9:43:47,1,T953
296B_1,9:53:11,9:53:11,2,S2752
296B_1,9:56:10,9:56:10,3,S2634
296B_1,10:07:14,10:07:14,4,T75
298A_1,14:39:16,14:39:16,1,T2187
298A_1,14:51:54,14:51:54,2,S2757
298A_1,14:54:12,14:54:12,3,S2758
298A_1,14:56:39,14:56:39,4,S551
298A_1,14:58:26,14:58:26,5,S2760
298A_1,15:02:00,15:02:00,6,S2194
298A_1,15:04:09,15:04:09,7,S2763
298A_1,15:07:59,15:07:59,8,S2764
298A_1,15:28:52,15:28:52,9,T2196
298B_1,15:30:42,15:30:42,1,T2196
298B_1,15:37:28,15:37:28,2,S2768
298B_1,15:39:16,15:39:16,3,S2769
298B_1,15:40:49,15:40:49,4,S1340
298B_1,15:41:35,15:41:35,5,S2773
298B_1,15:45:53,15:45:53,6,S2775
298B_1,15:51:04,15:51:04,7,S1337
298B_1,15:57:35,15:57:35,8,S564
298B_1,16:00:58,16:00:58,9,S566
298B_1,16:05:38,16:05:38,10,S569
298B_1,16:08:42,16:08:42,11,S2782
298B_1,16:11:13,16:11:13,12,S2784
298B_1,16:13:24,16:13:24,13,T2187
299A_1,15:56:09,15:56:09,1,T2497
299A_1,16:54:46,16:54:46,2,S2788
299A_1,17:01:13,17:01:13,3,S2790
299A_1,17:03:50,17:03:50,4,S1530
299A_1,17:05:49,17:05:49,5,S2792
299A_1,17:15:36,17:15:36,6,T0
299B_1,15:00:03,15:00:03,1,T0
299B_1,15:25:30,15:25:30,2,S2796
299B_1,15:28:55,15:28:55,3,S2797
299B_1,15:30:16,15:30:16,4,S2799
299B_1,15:34:55,15:34:55,5,S2801
299B_1,15:46:00,15:46:00,6,S2802
299B_1,15:49:48,15:49:48,7,S2803
299B_1,15:52:01,15:52:01,8,S1001
299B_1,15:53:59,15:53:59,9,T2497
300A_1,14:10:16,14:10:16,1,T2497
300A_1,14:42:58,14:42:58,2,S2808
300A_1,14:45:35,14:45:35,3,S2809
300A_1,14:46:13,14:46:13,4,S2810
300A_1,15:01:21,15:01:21,5,S2811
300A_1,15:03:05,15:03:05,6,S2812
300A_1,15:17:30,15:17:30,7,T0
300B_1,13:07:36,13:07:36,1,T0
300B_1,13:31:54,13:31:54,2,S78
300B_1,13:54:53,13:54:53,3,S2818
300B_1,14:01:45,14:01:45,4,S2819
300B_1,14:08:01,14:08:01,5,T2497
301A_1,10:46:52,10:46:52,1,T2497
301A_1,11:28:00,11:28:00,2,S2823
301A_1,11:33:57,11:33:57,3,S2824
301A_1,11:36:16,11:36:16,4,S2825
301A_1,11:46:44,11:46:44,5,S99
301A_1,11:47:55,11:47:55,6,S907
301A_1,11:50:03,11:50:03,7,S102
301A_1,11:53:15,11:53:15,8,T103
302A_1,12:49:15,12:49:15,1,T2497
302A_1,13:02:56,13:02:56,2,S1717
302A_1,13:04:46,13:04:46,3,S2836
302A_1,13:09:05,13:09:05,4,S2837
302A_1,13:14:11,13:14:11,5,T2838
302B_1,13:55:32,13:55:32,1,T2838
302B_1,13:58:45,13:58:45,2,S2841
302B_1,14:17:26,14:17:26,3,S111
302B_1,14:22:50,14:22:50,4,S2843
302B_1,14:25:07,14:25:07,5,S2178
302B_1,14:29:35,14:29:35,6,S2803
302B_1,14:32:14,14:32:14,7,T2497
303A_1,11:06:43,11:06:43,1,T2497
303A_1,11:28:18,11:28:18,2,S2849
303A_1,11:30:50,11:30:50,3,S1717
303A_1,11:35:09,11:35:09,4,S2851
303A_1,11:37:06,11:37:06,5,S2852
303A_1,11:41:12,11:41:12,6,S1754
303A_1,11:43:25,11:43:25,7,S1954
303A_1,11:46:34,11:46:34,8,T1957
303B_1,11:48:54,11:48:54,1,T1957
303B_1,12:08:24,12:08:24,2,S1769
303B_1,12:09:32,12:09:32,3,S1961
303B_1,12:11:33,12:11:33,4,S1705
303B_1,12:14:05,12:14:05,5,S1772
303B_1,12:25:51,12:25:51,6,S1350
303B_1,12:32:35,12:32:35,7,S1023
303B_1,12:34:57,12:34:57,8,S2178
303B_1,12:42:03,12:42:03,9,T2497
305A_1,10:26:56,10:26:56,1,T75
305A_1,10:47:19,10:47:19,2,S6251
305A_1,10:51:48,10:51:48,3,S6252
305A_1,10:53:04,10:53:04,4,S1925
305A_1,10:54:29,10:54:29,5,S6254
305A_1,10:57:12,10:57:12,6,S1923
305A_1,10:58:31,10:58:31,7,S6258
305A_1,10:59:50,10:59:50,8,S2052
305A_1,11:02:27,11:02:27,9,S1880
305A_1,11:03:50,11:03:50,10,S6262
305A_1,11:05:37,11:05:37,11,S6263
305A_1,11:08:20,11:08:20,12,S2375
305A_1,11:41:30,11:41:30,13,S210
305B_1,11:41:17,11:41:17,1,S6266
305B_1,11:49:55,11:49:55,2,S2468
305B_1,11:53:18,11:53:18,3,S2583
305B_1,11:57:47,11:57:47,4,T75
306A_1,8:12:52,8:12:52,1,T2497
306A_1,9:27:40,9:27:40,2,S1223
306A_1,9:31:40,9:31:40,3,S117
306A_1,9:33:53,9:33:53,4,T118
307A_1,11:14:39,11:14:39,1,T470
307A_1,11:20:35,11:20:35,2,S552
307A_1,11:28:26,11:28:26,3,S2879
307A_1,11:31:08,11:31:08,4,T2880
307B_1,10:49:55,10:49:55,1,T2880
307B_1,11:05:02,11:05:02,2,S564
307B_1,11:07:49,11:07:49,3,S2885
307B_1,11:10:50,11:10:50,4,S2886
307B_1,11:13:09,11:13:09,5,T470
308A_1,11:54:09,11:54:09,1,T470
308A_1,12:33:57,12:33:57,2,S205
308A_1,12:51:48,12:51:48,3,T113
308B_1,12:55:14,12:55:14,1,T113
308B_1,13:29:31,13:29:31,2,S2895
308B_1,13:33:40,13:33:40,3,S2896
308B_1,13:35:22,13:35:22,4,S2897
308B_1,13:39:03,13:39:03,5,T470
309A_1,13:57:10,13:57:10,1,T470
309A_1,14:09:18,14:09:18,2,S2901
309A_1,14:12:19,14:12:19,3,S1387
309A_1,14:13:04,14:13:04,4,S2903
309A_1,14:25:03,14:25:03,5,S2904
309A_1,14:27:08,14:27:08,6,T1044
309B_1,13:30:04,13:30:04,1,T1044
309B_1,13:44:12,13:44:12,2,S561
309B_1,13:51:45,13:51:45,3,S1337
309B_1,13:53:34,13:53:34,4,S2911
309B_1,13:54:20,13:54:20,5,S2897
309B_1,13:55:31,13:55:31,6,T470
310A_1,13:43:32,13:43:32,1,T470
310A_1,14:04:04,14:04:04,2,S1530
310A_1,14:06:56,14:06:56,3,S2925
310A_1,14:12:48,14:12:48,4,T0
310B_1,14:13:34,14:13:34,1,T0
310B_1,14:21:37,14:21:37,2,S231
310B_1,14:29:06,14:29:06,3,S1039
310B_1,14:32:12,14:32:12,4,S2938
310B_1,14:37:21,14:37:21,5,T470
311A_1,7:38:12,7:38:12,1,T470
311A_1,8:01:31,8:01:31,2,S235
311A_1,8:07:57,8:07:57,3,S2943
311A_1,8:11:33,8:11:33,4,S238
311A_1,8:14:39,8:14:39,5,S2945
311A_1,8:24:07,8:24:07,6,T244
311B_1,8:25:14,8:25:14,1,T244
311B_1,8:52:58,8:52:58,2,S2949
311B_1,8:54:57,8:54:57,3,S2950
311B_1,8:56:29,8:56:29,4,S2951
311B_1,9:00:28,9:00:28,5,S2952
311B_1,9:02:36,9:02:36,6,S2953
311B_1,9:04:20,9:04:20,7,S2954
311B_1,9:09:25,9:09:25,8,S2955
311B_1,9:12:12,9:12:12,9,S2956
311B_1,9:13:15,9:13:15,10,S1337
311B_1,9:14:25,9:14:25,11,S2958
311B_1,9:16:43,9:16:43,12,S2897
311B_1,9:17:59,9:17:59,13,T470
313A_1,10:03:38,10:03:38,1,T2838
313A_1,10:14:31,10:14:31,2,S2963
313A_1,10:16:45,10:16:45,3,T2964
313B_1,10:17:44,10:17:44,1,T2964
313B_1,10:20:20,10:20:20,2,S874
313B_1,10:36:13,10:36:13,3,T2838
314A_1,11:40:03,11:40:03,1,T2838
314A_1,11:44:49,11:44:49,2,S2971
314A_1,11:50:54,11:50:54,3,S853
314A_1,11:52:46,11:52:46,4,S2974
314A_1,11:53:51,11:53:51,5,S2975
314A_1,11:55:12,11:55:12,6,S2976
314A_1,12:00:06,12:00:06,7,T251
314B_1,12:02:08,12:02:08,1,T232
314B_1,12:04:59,12:04:59,2,S2355
314B_1,12:07:45,12:07:45,3,S2981
314B_1,12:08:25,12:08:25,4,S2982
314B_1,12:11:57,12:11:57,5,S2357
314B_1,12:22:24,12:22:24,6,T2838
317A_1,11:06:05,11:06:05,1,T2838
317A_1,11:13:06,11:13:06,2,T0
317B_1,11:17:41,11:17:41,1,T0
317B_1,11:25:34,11:25:34,2,S2991
317B_1,11:28:01,11:28:01,3,T2838
318A_1,11:28:52,11:28:52,1,T2838
318A_1,11:34:37,11:34:37,2,S1993
318A_1,11:38:01,11:38:01,3,S2335
318A_1,11:42:10,11:42:10,4,S2998
318A_1,11:45:47,11:45:47,5,S3000
318A_1,11:49:11,11:49:11,6,S3001
318A_1,11:52:06,11:52:06,7,S2522
318A_1,11:54:31,11:54:31,8,S3003
318A_1,11:58:28,11:58:28,9,S3004
318A_1,12:01:10,12:01:10,10,S2523
318A_1,12:03:24,12:03:24,11,S3007
318A_1,12:05:11,12:05:11,12,S3008
318A_1,12:06:15,12:06:15,13,S278
318A_1,12:07:05,12:07:05,14,S280
318A_1,12:08:33,12:08:33,15,S282
318A_1,12:12:04,12:12:04,16,T534
321A_1,6:23:23,6:23:23,1,T2838
321A_1,6:56:53,6:56:53,2,S3016
321A_1,7:16:48,7:16:48,3,S722
321A_1,7:25:08,7:25:08,4,S3020
321A_1,7:26:30,7:26:30,5,S726
321A_1,7:28:50,7:28:50,6,S3022
321A_1,7:31:05,7:31:05,7,T3023
321B_1,7:32:15,7:32:15,1,T3023
321B_1,7:35:14,7:35:14,2,S3026
321B_1,7:50:37,7:50:37,3,S3027
321B_1,7:59:57,7:59:57,4,S3028
321B_1,8:03:16,8:03:16,5,S3030
321B_1,8:05:08,8:05:08,6,S3032
321B_1,8:07:20,8:07:20,7,S3034
321B_1,8:08:54,8:08:54,8,S3035
321B_1,8:13:53,8:13:53,9,S3036
