stop_id,stop_name,stop_lat,stop_lon
S1359,Kelewele Junction,5.59649992,-0.245395005
S4672,Premier,5.542950153,-0.244712994
S1703,Market 005,5.599180222,-0.291146994
T3099,Terminal Rawlings Park,5.545661449,-0.207563846
S3632,Eighteen,5.624889851,-0.075966999
S1224,Faith,5.57998991,-0.246261001
S2895,Junction 308,5.579269886,-0.203353003
S1112,Japs House,5.557660103,-0.240741998
S4225,Post Office,5.540929794,-0.206825003
S2020,Banku Junction (E. Legon),5.640035152,-0.169425502
S3375,Old Store,5.587500095,-0.232782006
S5020,Weija Junction,5.556099892,-0.302581996
S4578,First Stop 473,5.530049801,-0.224265993
S3490,Ridge 256,5.561439991,-0.196046993
S964,Abossey Okai,5.559050083,-0.230194002
S5404,Quarters 071,5.536159992,-0.409036011
S762,First Junction 118,5.59044981,-0.098149002
S4843,Todjo,5.564199924,-0.151428998
S4857,Filling Station 523,5.5520401,-0.179052994
S1688,Nuumotse,5.64207983,-0.339029014
S3794,Girls Guide,5.620429993,-0.218501002
S2472,Abodwe,5.534739971,-0.242319003
S5834,Petroleum,5.62198019,-0.248962
S5327,Links garden,5.6146698,-0.246335998
S5706,Bridge,5.671750069,-0.204559997
S563,Nkansah Gyan 103,5.591460228,-0.205998003
S3585,Circle UTC Station,5.569059849,-0.216823995
S1290,Valley Inn,5.578400135,-0.244844005
S494,GIMPA,5.641303539,-0.205381334
S531,Super Market 081,5.667369843,-0.196223006
S2760,Ebony 298,5.60326004,-0.204864994
S6,Nsakina,5.657879829,-0.325033009
S608,Alosom,5.715839863,-0.283190012
S10,Manhean Junction,5.679039955,-0.350008994
S6126,Cultural Centre,5.593359947,-0.185367003
S975,Tema Newtown Bridge,5.646029949,0.019348999
S2370,Curve 240,5.567649841,-0.257666498
S1547,Tesano Junction,5.598690033,-0.223588005
S4544,Osu Anohor,5.550829887,-0.181868002
S4191,Broadcasting,5.551030159,-0.355686009
S5188,T-Junction 016,5.626560211,-0.25068
S1872,Mt. Olivet,5.56058979,-0.267468989
S2108,Roundabout 246,5.555490017,-0.264324993
S1139,Korle Bu Mobil,5.535379887,-0.229992002
S3876,Shaka Zulu,5.604839802,-0.203544006
S4773,Rainbow,5.534279823,-0.240845993
S6003,Links garden,5.614713669,-0.246333793
S802,Cemetery 050,5.693910122,-0.200424999
S3233,Kwashieman GPRTU Taxi,5.592380047,-0.268379986
S3970,Free Junction,5.55230999,-0.184409007
S96,Osiadan,5.551089764,-0.370202988
S574,St John's Dome Station,5.638999939,-0.242495
S1340,Mallam Atta,5.581384659,-0.209197506
S3395,Accra Poly,5.554103374,-0.204903334
S951,Mango,5.555830002,-0.253457993
S958,Stop/Loading Point,5.557455063,-0.239588991
S71,Olabam,5.576340199,-0.238477007
S517,Okponglo Legon Station,5.640635014,-0.179352999
S3176,Five 067,5.610519886,-0.261198997
S801,Assemblies (via. Ashongman),5.696129799,-0.202803999
S3546,Roman Junction,5.672470093,-0.164940998
S3036,Roundabout 321,5.623839855,-0.173980996
S2803,Polyclinic 302,5.536880016,-0.223369002
S53,Gyeene (onion),5.55573988,-0.226609007
S334,Fiesta Royale,5.618289948,-0.191659003
S5952,Yehowa,5.639520168,-0.350466013
T5772,Terminal H,5.606619835,-0.249810994
S4580,White House 473,5.527750015,-0.235686004
S3675,Klagon,5.663660049,-0.049862001
S830,Blue Kiosk 121,5.647630215,-0.210458994
T251,Terminal Achimota Station,5.620789051,-0.225836575
S5583,Industrial Area SSB,5.57738018,-0.223231003
S5321,Market 014,5.60064888,-0.238940001
S869,Africa,5.612420082,-0.275382012
S3406,Bukom,5.538579941,-0.211603001
S4412,Kelewele 454,5.553549767,-0.181416005
S2583,Pipe-Ena,5.553483963,-0.240147606
S2212,Brigde,5.645989895,-0.155450001
S2002,Grammer,5.566669941,-0.258441001
S3539,UPS,5.65970993,-0.166502997
S162,American House,5.648089886,-0.150451496
S3377,High Five,5.588870049,-0.236196995
S1022,UTC (Agbado),5.538020134,-0.21821101
S2287,Mamponse Station,5.528190136,-0.268341988
S5450,Toman,5.711540222,-0.304782003
T835,Terminal Haatso,5.667267323,-0.204606753
S1749,Academy,5.570310116,-0.244234994
S5829,Ofankor Barrier 041,5.658080101,-0.267064989
S1818,Market 1,5.541703224,-0.264705777
S2536,Faith School Complex,5.677810192,-0.173271999
T147,Terminal Alhaji,5.62758255,-0.261856504
S145,Sakora Junction 067,5.619269848,-0.261898011
S2641,Sempe,5.536729813,-0.238447994
S6067,Race Course,5.613639832,-0.273317009
T3302,Terminal Social Welfare,5.672035217,-0.159689501
S3658,Market 395,5.581240177,-0.197332993
S286,SDA,5.696593761,-0.171596199
S1025,Pamprom 155,5.563353539,-0.232578665
S4658,Sempe,5.538650036,-0.238875002
S1899,Mangoase 402,5.585790157,-0.277460992
S2428,Church of Christ,5.545269966,-0.249100998
S1675,Paradise,5.63504982,-0.328202993
T767,Terminal Teshie Nungua,5.602019787,-0.079204001
S2682,Palm Junction,5.588439941,-0.234181002
T5797,Terminal Tse Addo,5.587389946,-0.138276495
S3345,Old Stop,5.564400196,-0.249237999
T2285,Terminal Ebenezer,5.529564857,-0.270026505
S4527,Ako Adjei,5.555439949,-0.169099003
S1560,Flag Staff House,5.576250076,-0.187972993
S1762,Market 231,5.570930004,-0.334776014
S4437,Freedom,5.566120148,-0.181032002
S2332,Bombay,5.596079826,-0.253208011
S1387,Mallam Atta,5.581222534,-0.209367752
S3725,High Tension,5.615980148,-0.248462498
S5813,Rasta pack,5.638130188,-0.250548989
S2308,Agege,5.531829834,-0.255165994
S70,Washing Bay 043,5.586249828,-0.239628002
S3416,Last Chance,5.611750126,-0.199162006
S5063,St John's Dome Station,5.642684937,-0.238304496
S368,Phobia,5.658909798,-0.272682995
S1680,Nuumotse,5.642049789,-0.33891201
S365,Spot M,5.654083252,-0.259786993
S1736,Sowutuom,5.624889851,-0.283481985
S5963,Chop Bar 999,5.617390156,-0.276317
T2210,Terminal East Legon,5.648214817,-0.150728002
S557,New Town Mallam Atta Station,5.581580162,-0.209049001
S276,Ecobank,5.667379856,-0.199080005
S4967,Salvation,5.541870117,-0.239559993
S1745,Ice Water Junction,5.6321702,-0.298110008
S3839,McBonalds,5.590780258,-0.195865005
S3981,Aquinas,5.573979855,-0.179469004
T894,Terminal Chorkor Station,5.526236534,-0.250576839
S5734,Awoshie Market,5.598889828,-0.290782005
S5981,Osofoiaman,5.721600056,-0.279134005
S1710,Kaneshie Societe Generale,5.564310074,-0.234334007
S834,Pharmacy 380,5.660604954,-0.205947995
S5204,Tantra,5.641759872,-0.250607997
S1802,Achimota New Overhead,5.619760036,-0.230710998
S2362,Nyamekye,5.600769997,-0.255515993
S292,SDA,5.694240093,-0.171913996
S4562,Galilee,5.52720499,-0.239151001
T2838,Terminal Kwashieman Station,5.592288971,-0.268182999
S6196,Kwartema,5.735760212,-0.354041994
S3568,Shoprite,5.547639847,-0.338827014
S3540,Social Welfare 387,5.67964983,-0.160464004
S4096,U Turn,5.556139946,-0.168038994
S1093,Traffic Light 165,5.55907011,-0.230633005
S2330,Darkuman Accra Station,5.590909958,-0.252283007
S2555,Silver Cub,5.572899818,-0.206441
S5624,Acquinas,5.574319839,-0.179432005
S6219,John Teye 2,5.667429924,-0.270370007
S5262,Abrantie,5.599170208,-0.226467997
S2582,Goil 446,5.551149845,-0.240086004
S5064,Old Station 092,5.651760101,-0.237397
S5342,Kwabenya station,5.690629959,-0.247803003
S1933,Wesley Grammar,5.566649914,-0.258370519
S180,Puplampu 241,5.632410049,-0.172893003
S5933,Binto,5.586890221,-0.271600008
S4628,Sign Board 480,5.521120071,-0.265103012
T1180,Terminal Banana Inn,5.542290211,-0.255874008
T5954,Terminal Mahean Station,5.637684822,-0.352550998
S4145,First Gate 428,5.573770046,-0.193497002
S2447,Block Factory 269,5.577040195,-0.238536999
S1235,Complex,5.574854851,-0.227457494
S4186,Mens,5.557980061,-0.298078001
S2901,37 Station,5.586834908,-0.207709506
S997,IBE,5.535610199,-0.247688994
S2486,Rijo,5.536280155,-0.241420999
S1690,Waakye,5.63888979,-0.332540989
S1341,Asantewa,5.576399803,-0.211023003
S2333,Masalachi 263,5.598760128,-0.254707992
S3148,Total 334,5.667520046,-0.205081999
S1321,Galilee,5.527120113,-0.239462495
S4665,Container 485,5.54418993,-0.248970494
S2037,Cocoa,5.573719978,-0.265736014
S2,Awoshie Abrantie,5.589025021,-0.282287508
S6111,Simon,5.638090134,-0.105067
S607,Agboji,5.71818018,-0.281477988
S329,Yeboah,5.635930061,-0.171911001
S4511,UGC,5.537919998,-0.218006
S3494,Cultural Centre,5.593760014,-0.186346993
S6254,Sharp Curve,5.567609787,-0.257537007
S879,Hong Kong 314,5.598136425,-0.263477325
S3083,Santa Maria,5.605840206,-0.275591999
S2026,37 Bonjour,5.591855049,-0.180871993
S3288,Dome Crossing Station,5.647530079,-0.236597002
S1327,Rayposh Hotel Junction,5.604879856,-0.216744006
S3167,Bus Stop 336,5.614640236,-0.260800987
S539,GIMPA Junction,5.63864994,-0.209677503
S153,Cold Store 223,5.55679512,-0.22191
S4964,Flats,5.547289848,-0.233390003
S2335,Abrantie,5.605153561,-0.252326012
S4541,1st Junction,5.588510036,-0.097879998
S3986,SSNIT 002,5.562796593,-0.181676
S106,SCC,5.547299862,-0.338735998
S3352,Filling Station 295,5.558949947,-0.254170001
S2547,Airport Second,5.604515076,-0.178003252
S4136,Total 425,5.587989807,-0.098701
S2414,De Mod,5.589250088,-0.241765007
T5559,Terminal Accra UTC Taxi Rank,5.547049999,-0.210448995
S5815,Income Tax,5.657209873,-0.26422599
S2293,Agege,5.531770229,-0.255201995
S2809,Dansbar,5.578149796,-0.227862999
S2763,Club Thousand,5.595860004,-0.200774997
S1890,Mangoase 402,5.585995197,-0.277008504
S402,Oman,5.655179977,-0.224114001
T1418,Terminal Novotel,5.556594849,-0.205606505
S1932,Asore Danho 264,5.570320129,-0.255401492
S5290,Total 013,5.598599911,-0.233811006
S2004,First Stop 238,5.560379982,-0.260385007
T1053,Terminal Kotobabi Police Station,5.591899872,-0.204736002
S421,Asore Danho (Fise),5.693990231,-0.289644986
T2732,Terminal Mamprobi C. Lante,5.526525021,-0.246156506
S1948,Seven Great 242,5.536399841,-0.264988989
S5291,Adom,5.599329948,-0.236504003
S173,American House,5.648324966,-0.150698006
T4020,Terminal Agblezah Station,5.617219925,-0.124894001
S2837,Odorkor Shell,5.583509922,-0.264315009
S2799,Kaneshie Polyclinic,5.574249744,-0.230603993
T4977,Terminal Zongo Junction,5.555878639,-0.240145856
S5189,Roadside 038,5.630970001,-0.252930999
S2401,Banku Junction,5.553468227,-0.247540206
S804,Fitting Shop,5.691040039,-0.197589993
S4009,Regimmanuel,5.558919907,-0.150023997
T2964,Terminal A-Lang Station,5.597819805,-0.27809
S3572,Second 388,5.535510063,-0.420085996
S1883,Capital O2,5.559513569,-0.265181005
S5136,McBonalds,5.590670109,-0.195921004
S5715,Airways,5.637209892,-0.210835993
S1278,Bridge 177,5.569099903,-0.228212997
S2318,One Way 1,5.537209988,-0.210101336
T2575,Terminal Mamponse Station,5.528269768,-0.268456012
S4875,Abolo Junction,5.541749954,-0.254857004
S4852,Road Side 523,5.560540199,-0.154897004
S6208,Donu Container,5.728899956,-0.363965988
T1207,Terminal Bubiashie Atico Station,5.569866657,-0.217506334
S4224,One Way 2,5.537509918,-0.210325003
S3061,Dela 039,5.611840248,-0.280033499
S934,Akoshie,5.535687447,-0.246251881
S1032,GLICO,5.557640076,-0.212383002
S2615,Bolgatanga,5.579979897,-0.206250995
S569,Dzorwulu Junction,5.607488155,-0.207326502
S6238,Abeka Junction,5.599450111,-0.224418998
S2129,Exhibition,5.540709972,-0.264721006
T288,Terminal Adenta Station,5.704474449,-0.16778689
T1195,Terminal Bubiashie Ayigbe Town,5.58438015,-0.240606
S5476,Abeka Junction 1,5.598929882,-0.227880001
S1764,Kawokudi 231,5.591300011,-0.190275997
S4922,Banana Inn Station,5.541846752,-0.254933327
S678,Traffic Light 112,5.686580181,-0.028991999
S4582,Galilee,5.526629925,-0.245948002
S794,Junction 120,5.678030014,-0.202519998
S2566,Methodist 260,5.534689903,-0.244497493
S5882,Filling Station 046,5.576839924,-0.227883995
S4712,Borla Junction 1,5.550704956,-0.247257993
S210,Zone Six,5.531417847,-0.257723004
S817,Kissehman,5.637499809,-0.213146001
S4402,Ridge Hosp. Taxi Rank,5.562600136,-0.200691998
S4185,Jayee,5.559000015,-0.29548499
S2954,Obuor Ba,5.577950001,-0.207826003
S617,Adenta Barrier,5.657790184,-0.265495002
S4127,Agric Bank,5.600110054,-0.080357
S2452,Pipe-Ena,5.553329945,-0.2402125
S1039,Filling Station 156,5.594150066,-0.216658011
S1870,Washing Bay 236,5.560520172,-0.266063988
S3185,Tetteh Quarshie,5.623984814,-0.173876002
S5990,Curve 052,5.707250118,-0.287126988
S2802,Igbe Town,5.554059982,-0.231578007
S5487,Mile 7 021,5.633790016,-0.241690993
S5788,Zenith,5.572760105,-0.144384995
S3094,Family and Friends,5.599380016,-0.272597998
S468,T-Junction 096,5.598693371,-0.216914669
S1439,Ridge hospital,5.561220169,-0.199328005
S5384,15th,5.626649857,-0.250559986
S4536,Teshie Gonno,5.598939896,-0.113254003
S315,Station 1,5.648469925,-0.132440999
S41,Sunlight,5.589290142,-0.232349008
S51,Kaneshie 2(Last Stop),5.565060139,-0.233454004
S4662,Premier,5.542890072,-0.244937003
S1294,Accra Academy 2,5.573709965,-0.241981
S3500,Capital lane,5.592710018,-0.203924
S4083,Nima Police Station,5.574374676,-0.200753003
S5435,Ofankor Barrier,5.657773972,-0.265314609
S441,Drug Store 095,5.625589848,-0.245804995
S758,Bush Road,5.568270206,-0.146704003
T1374,Terminal Immesco,5.590099812,-0.230920501
S5680,Sowutuom,5.625134945,-0.284380496
S3294,Legon Campus,5.642910004,-0.189678997
T4598,Terminal Appiah Danquah,5.546744823,-0.246570997
S1125,Happy Days 166,5.555990219,-0.232976004
S2422,Lotto Kiosk,5.548019886,-0.243843004
S5355,Clinic,5.629300117,-0.247913003
S2562,Roundabout Filling Station,5.562109947,-0.230497003
S5789,Exopa,5.573120117,-0.141438007
S5053,Circle Station,5.590740204,-0.252157986
T1789,Terminal Accra CMB 2,5.560070038,-0.232293993
S4278,Karikari,5.531017303,-0.26141274
S2179,Pramprom,5.563370228,-0.232653007
S926,Junction opp. Korle-Bu,5.535299778,-0.226301
T2470,Terminal Kaneshie Mamprobi Station,5.564277649,-0.236104624
T5296,Terminal G,5.601378918,-0.240334004
S973,AFKO Junction,5.642660141,0.010276
S164,American House 10th,5.64564991,-0.148684993
S4823,Zongo Market,5.552859783,-0.236936003
S158,Bawaleshie 2nd,5.642109871,-0.164863005
S4758,Datus 175,5.581989765,-0.243085995
S919,Police Station 143,5.534580231,-0.242170006
S864,Market 999,5.620769978,-0.27689451
S969,Nungua,5.610449791,-0.075448997
S2357,Abeka Lapaz Station,5.607811928,-0.24578999
S5571,Asore Danho 011,5.575719833,-0.216741994
S40,Blue Kiosk 043,5.593929768,-0.233054996
S5610,RLG building,5.577549934,-0.227660999
S5666,2nd Container,5.608819962,-0.322827011
S451,Alhaji,5.628086567,-0.261641681
S243,Achimota Old Station,5.616529942,-0.229451552
S2225,Mobil 055,5.573999882,-0.197472006
S1192,Ministries,5.548719883,-0.194670007
S5959,Heaven Church,5.626309872,-0.285452992
S2255,Bawaleshie Traffic Light,5.641160011,-0.169707
S700,Davi,5.65530014,-0.252420515
S57,Mother's Inn,5.573430061,-0.231270507
S2093,Methodist 260,5.534800053,-0.244422004
S5148,Nima Taxi Station,5.580949783,-0.199030995
S2953,Kokomlemle,5.577089787,-0.209961995
S5908,Tragic Light,5.687980175,-0.030117
S5929,Mallam,5.575799942,-0.290417999
S361,Achimota New Overhead,5.620090008,-0.230064005
S2275,American House,5.640039921,-0.144731
S4386,Cocoa Clinic,5.571760178,-0.235529006
S3952,School Junction 415,5.613180161,-0.187476993
S123,Ayigbe Town 176,5.58536005,-0.238970995
S1793,Sakaman,5.574739933,-0.274001986
S5970,ABC,5.645770073,-0.247247994
S1070,Shell 002,5.556620121,-0.182655007
S2178,Ayigbe Town 303,5.553933144,-0.231442004
S403,No Visa,5.655960083,-0.221493006
S907,Official Town,5.537819862,-0.402985334
S1878,Control,5.546048164,-0.264548838
S3308,5 5,5.590119839,-0.207202002
S2177,Junction 251,5.540289879,-0.217059001
S1214,Fitter,5.581434727,-0.23906149
S347,Toll booth,5.735859871,-0.314049989
S3458,Road side - Traffic light,5.556829929,-0.205611005
S1318,Korle Bu Junction 185,5.529689789,-0.226000994
S111,Kaneshie,5.565635204,-0.236895993
S4822,Nyame Aka,5.551949978,-0.233692005
S1806,Sakaman,5.575453281,-0.27433899
S3912,Ghana Revenue Authority,5.570859909,-0.209616005
S1056,Sunshine 400,5.594649792,-0.216799006
S453,Bridge 095,5.627089977,-0.257407993
S5927,Clinic 050,5.577149868,-0.29992801
S5474,Caprice,5.585879803,-0.217241004
T118,Terminal Darkuman Station,5.587757111,-0.251448358
S5194,ACP,5.672709942,-0.271771014
S2194,Pig Farm Down,5.598259926,-0.198370591
S4317,Agege Last Stop Station,5.529065132,-0.264222503
S4393,Council,5.575359821,-0.236368999
S3007,Legon 2nd 414,5.65184021,-0.180065006
S2851,Odorkor Station,5.580450058,-0.263725996
S1193,Tema Station,5.548600197,-0.201018006
S695,CFC,5.641489983,-0.244091004
S1640,Multimedia Group,5.577159882,-0.214512005
S1820,Exhibition,5.538067341,-0.264891744
T1558,Terminal Circle Overhead (Maame Dokono),5.56984663,-0.213341673
S3327,Agbajina,5.588210106,-0.207440004
T2694,Terminal Old Melcom 2,5.58739996,-0.226945996
S294,Oman FM,5.680930138,-0.17213051
S796,Agboba,5.693699837,-0.200329006
S4279,Agege Last Stop Station,5.529290199,-0.264021337
S6113,Marker,5.637660027,-0.126519993
S4559,First Stop 473,5.529565334,-0.226671502
T1137,Terminal Banana Inn Station,5.542500019,-0.256255001
S744,Site 10,5.651659966,-0.000237
S5084,Quarters,5.567369938,-0.249656007
S2268,Immigration,5.56276989,-0.197291002
S592,Osofoiaman,5.72258997,-0.27837801
S936,Rainbow,5.534580231,-0.241952002
S2341,Sign Board 121,5.651460171,-0.209447995
S291,Barrier Station,5.700250149,-0.171972007
S2003,Photo,5.564420223,-0.26008901
S1228,Old Station 177,5.580394745,-0.239741996
S3523,Assemblies,5.690330029,-0.171610996
S6097,Shell 006,5.640429974,-0.107697003
S4850,Junction 523,5.56772995,-0.149197996
S773,Mobil 425,5.582779884,-0.105108999
S4269,Agbogbloshie Station No. 2,5.550220013,-0.220305994
S6150,Roadside,5.656310081,-0.253259003
T3711,Terminal Alajo Station,5.592833519,-0.219887664
S1363,Abeka Primary,5.598360062,-0.247529
S1188,Koala Supermarket,5.565847874,-0.181159601
S2221,Shangrila,5.616215229,-0.176184505
S5962,Printing Press,5.623589993,-0.279623985
S2811,Peecoz,5.599140167,-0.235595003
S2595,Alhaji Station,5.531020164,-0.250270009
S3227,Kwashieman Station,5.593239784,-0.268718988
S1153,Awotse Kojo,5.534793854,-0.232909501
S5721,Mambolino,5.60860014,-0.242650002
S2200,AMA,5.591300011,-0.206321001
S1622,Ablekuma Junction,5.628260136,-0.312878013
S885,Roundabout 185,5.536355019,-0.213683009
S4101,Mobil 425,5.583426476,-0.104189336
S4944,Masalachi 538,5.545715332,-0.254152507
S458,Roundabout 095,5.622320175,-0.242314994
S2148,Overhead 248,5.556869984,-0.222041994
S828,Golf Park,5.630740166,-0.218946993
S631,Pobima,5.735459805,-0.313946992
S5746,Super bets,5.605010033,-0.252267987
S3114,Roadside 331,5.605430126,-0.245302007
S1068,Bank 002,5.56099987,-0.181933999
S2464,Mangoase 270,5.535610199,-0.251477987
S5635,Osu Presbyterian Church,5.554009914,-0.183673993
S5288,Caprice,5.58093977,-0.216803998
S3008,UPS Junction,5.660540104,-0.178235993
S5876,Drug Store 046,5.590740204,-0.232585996
S694,Saint John's Dome Station,5.637720108,-0.241751
S1364,De Mod,5.589025021,-0.240802005
S4743,Mangoase 492,5.582049847,-0.248004004
S1609,Nima Overhead Station,5.581825256,-0.198438495
S2173,LTC Last Stop,5.548900127,-0.210545003
S1317,Roundabout 185,5.535920143,-0.213750005
S313,American House,5.649179935,-0.150011003
S455,CPF,5.627490044,-0.249401003
S2189,UBA,5.611579895,-0.198684007
S908,Washing Bay 140,5.536859989,-0.406376004
S1927,Kaneshie,5.565809727,-0.236873001
S6229,Fishpond,5.618569851,-0.250005007
S987,Shell Filling Station 2 463,5.534770012,-0.233042002
S1284,Curve 177,5.552269936,-0.214835003
S3693,Abelemkpe,5.611040115,-0.218721002
S3835,Market 090,5.608580112,-0.240722999
S982,Maternity,5.538710117,-0.215875
T2674,Terminal Makola Tudu,5.547345161,-0.207045503
S5739,Barn Yard,5.584340096,-0.274493992
S4027,Labone,5.562970161,-0.173599005
S2614,Obuor Ba,5.578219891,-0.207452998
S3437,Mallam Atta Clinic,5.578100204,-0.207787007
S808,Ekumo Bridge,5.680160046,-0.202068001
S4330,Quantum Filling Station,5.532390118,-0.250941992
S1810,Capital O2,5.559689999,-0.265179008
S581,Pokuase Krom,5.69039011,-0.282869011
S5977,Afiaman,5.7084198,-0.286944002
S4943,Borla 538,5.544280052,-0.254175991
T4528,Terminal La Olympia Station,5.559885025,-0.157933503
S551,Dzorwulu Junction,5.607585907,-0.207608566
S696,Post Office 007,5.651234627,-0.250820994
S2950,Mental Hosp.,5.56359005,-0.206263006
S5825,Abordwe,5.65692997,-0.280734003
S5762,Gimpa junction,5.638679981,-0.209576994
S1615,Equip,5.570974827,-0.210402504
S6098,Korle oil,5.636099815,-0.102514997
S3630,Kotobabi,5.628684998,-0.089809
S3958,PAWA House,5.59953022,-0.194287002
S2522,Dzorwulu Junction Station,5.617473125,-0.193985671
S3657,Nima Roundabout 996,5.577809811,-0.200617
S2812,Fadama Junction,5.600619793,-0.238626003
S3684,Borla 406,5.583714962,-0.197931752
S2559,Neoplan 275,5.56870985,-0.219273001
S3284,Dome Market,5.643697262,-0.237884864
S4201,Market 436,5.588749886,-0.260580003
S3069,Jah love,5.596570015,-0.270752996
S1478,AICC,5.55535984,-0.192730993
S5407,Laststop Kasoa,5.534920216,-0.423063993
S395,Curve 2 093,5.653329849,-0.219090998
S392,Village,5.637869835,-0.217700005
S5482,Fishpond,5.618830204,-0.249906003
S4579,Awuley Quaye,5.527760029,-0.233284995
S890,Alomo,5.526867867,-0.243834198
S2541,Legon Second 414,5.648349762,-0.179824993
S3149,Cosway Junction,5.68693018,-0.194584996
S4718,Station 538,5.550519943,-0.248811007
S2955,College,5.583059788,-0.206991002
S495,Guest,5.643770218,-0.185831994
S603,Faase,5.724679947,-0.276712
S238,Tigo 331,5.557445049,-0.205691248
S2201,Abavana,5.594830036,-0.202133998
T4214,Terminal Sakaman,5.575795174,-0.274351493
S821,Station - Terminal 5,5.622089863,-0.226624995
T497,Terminal Legon Station,5.64910984,-0.179331143
S3886,Geskia,5.556369781,-0.235591993
S5784,Kpogas,5.573200226,-0.150114
S1923,First Stop 238,5.560742378,-0.260291517
S782,Accra Girls,5.598104954,-0.193379506
S6007,Baypot,5.576230049,-0.208791003
S1301,Behind Accra Academy,5.573209763,-0.241136
S2612,Curve 278,5.578479767,-0.215757996
S2647,Curve 282,5.531760216,-0.232439995
S720,Toll Gate 116,5.685299873,-0.017379001
T953,Terminal Russia,5.554395199,-0.253545001
S235,Sunny FM,5.570456505,-0.20001334
S4968,Down Right 539,5.53993988,-0.242945001
S3034,Toll Gate 321,5.634119987,-0.145785004
S2365,Alafia,5.592899799,-0.252416998
S5382,Mile 7 021,5.634583473,-0.240559995
S3851,Mambolino,5.608670235,-0.242100999
S5599,Kasadjan,5.582930088,-0.224144995
S2067,Market 243,5.57487011,-0.282207996
S4719,Circle UTC Station,5.569039822,-0.216812998
S4179,Barnyard 2,5.582729816,-0.275572985
T5685,Terminal F,5.64233017,-0.210306004
S752,Achimota Overhead,5.612814903,-0.226714253
S4483,Tigo 420,5.559350014,-0.205427006
S1813,Sahara 2,5.549752712,-0.264624
S2589,Radio Gold 995,5.548749924,-0.240271002
S1599,Maamobi (Kaneshie Station),5.59209013,-0.195451006
S505,Preparatory Sch,5.622809887,-0.219142005
S2649,Tuesday Market,5.531740189,-0.235292003
S1509,IPMC,5.571819782,-0.206973001
S177,Roadside 2 070,5.642419815,-0.162169993
S684,Overhead 1,5.612793446,-0.226944894
S4069,Legon Gate,5.649940014,-0.180199996
S6195,Fitting Shop,5.738790035,-0.353920013
T5241,Terminal Dome,5.6608634,-0.237406
S2237,Shiashie Station (Accra End of Motorway),5.627379894,-0.176017001
S3783,Market 403,5.580214977,-0.197765499
S2925,Post Office 310,5.604269981,-0.244311005
S95,Ayigbe Town (via Kasoa),5.550189972,-0.353868991
S1291,White House 178,5.576630116,-0.245676994
S611,Quarters Junction,5.70179987,-0.285611987
S832,StanChart,5.653950214,-0.208608001
S575,John Teye,5.667190075,-0.270437986
S3565,"Block Factory, Weija",5.548985004,-0.335595995
T4238,Terminal Okponglo Taxi Station,5.640751839,-0.176294001
S637,Kotoshi Number Two,5.749989986,-0.342276007
S2931,Polo Junction 345,5.598335266,-0.212207004
S1222,Vulganizer 247,5.582079887,-0.244466007
T1017,Terminal Akoto Lante,5.53889513,-0.213428505
S6063,VRA 058,5.631199837,-0.292584985
S5944,Mangoase 051,5.637589931,-0.331584007
S3412,Accra High,5.570079803,-0.200045004
S5166,Paloma,5.571750164,-0.207069993
S411,6 PS,5.620840073,-0.221440002
S2801,Mkt Roundabout,5.566249847,-0.233751997
S24,Stop A,5.585130215,-0.212859005
S2665,Korle Bu Junction 283,5.537350178,-0.220749006
S4394,Tsofi,5.577970028,-0.235465005
S5796,Junction 003,5.587039948,-0.139578998
S394,Container 093,5.643060207,-0.223236993
T1521,Terminal WAEC,5.5646348,-0.199558996
S6110,18 junction,5.625390053,-0.078327999
S4596,Salvation,5.548110008,-0.240268007
S5602,Fan Milk,5.573740005,-0.221323997
S5004,Mallam Junction 017,5.565730095,-0.288866013
S2796,Washing Bay 046,5.581970215,-0.230358005
T3264,Terminal Yellow House,5.638295174,-0.268959492
T350,Terminal A,5.735479832,-0.314134985
S838,Sign Board 121,5.652349949,-0.209073007
S5871,Market 030,5.600540161,-0.238763005
S4573,Light House 485,5.533583164,-0.211804658
S1693,Curve 227,5.627349854,-0.312215
S561,New Town Mallam Atta Station,5.582009792,-0.208782673
S310,Fiesta Royale,5.617519855,-0.193762004
T1416,Terminal UTC Station,5.56860733,-0.215996285
S4735,Station 538,5.552810192,-0.249735996
S5794,Church of Christ,5.585490227,-0.141938001
S4025,Labadi Court,5.557529926,-0.155131996
T3219,Terminal Race Course,5.613880157,-0.270780995
S1931,Hansonic,5.574510098,-0.25276801
S2528,Zongo Junction 422,5.679157734,-0.17271249
S3467,Under Bridge,5.674819946,-0.042923
S5483,T-Junction 016,5.623670101,-0.248954996
S5162,Traffic 112,5.687139988,-0.029455001
S5338,Dome New Station,5.66102012,-0.237370327
S1956,Masalachi 239,5.572850227,-0.286734998
S809,Poultry farm,5.675630093,-0.203297004
S1949,Exhibition,5.537923813,-0.264732391
S1649,COCOBOD,5.551119804,-0.210821003
S3420,Abelemkpe,5.60766983,-0.207820997
S2782,MTN Dzorwulu,5.612929821,-0.202041999
S1218,Fitter,5.581439972,-0.238964006
S3696,Kaneshie Station,5.592150211,-0.195453003
S3983,Police Station 416,5.571469784,-0.180224001
S239,Accra Poly,5.554086685,-0.204848006
S2757,MTN Dzorwulu,5.612579823,-0.202456996
S5928,Julicart,5.576469898,-0.294010013
S2697,Barclays,5.578609943,-0.227752
