stop_id,stop_name,stop_lat,stop_lon
S247,Total 079,5.60875988,-0.226565003
S4645,Oly Dade,5.526879787,-0.254649997
S4152,Market 428,5.587440014,-0.106608003
S4203,Blue Kiosk 436,5.592179775,-0.25920099
S3315,Marwako,5.61218977,-0.225061998
S4554,Bishop,5.544198036,-0.204420194
S1370,Vodafone Office 203,5.57300663,-0.216396332
S2808,Awudome Roundabout,5.572460175,-0.230693996
S4421,Busy Internet,5.571239948,-0.210079998
S2886,Night Market 307,5.593389988,-0.203297004
S646,Samsam,5.75398016,-0.321617991
S1575,Zongo Junction 422,5.676050186,-0.173604995
S1173,Agbalolo,5.538589954,-0.215011999
S58,Masalatsi,5.583899975,-0.231236994
S1394,New Town 37 Station,5.58781004,-0.207572997
S5854,Dome Crossing,5.651159763,-0.237334996
T5344,Terminal Kwabenya,5.693600178,-0.248557001
S1808,Ave Maria,5.564829826,-0.268244654
S1758,Royals,5.563029766,-0.31695199
S1740,Junction 230,5.635980129,-0.290578991
S1064,Danquah 1st,5.566309929,-0.179095998
S227,Tudu 2nd,5.554639816,-0.208854005
S4482,Electoral Commission,5.562530041,-0.201465994
S5314,Champion,5.560460091,-0.210251004
S1535,Abeka Market,5.600759983,-0.239160255
S5682,Lapaz Community Road,5.607679844,-0.254435986
S4569,Galilee,5.527019978,-0.241896003
S3433,Cathederal,5.5625,-0.206182003
T668,Terminal Ofankor,5.657835007,-0.265362009
S3335,Lapaz Station,5.584179878,-0.208265007
S1075,Sumkam,5.560619831,-0.186796993
S3814,Akweteman,5.610779762,-0.233809993
S5947,Nyomo tse,5.64192009,-0.338735998
S5964,Rasta,5.608650208,-0.263624996
S2269,Ridge 256,5.560510159,-0.196533993
S863,Polo Junction 122,5.610614777,-0.27502799
S4895,Radio Gold 535,5.547029972,-0.239521995
S34,Eno,5.60264349,-0.241700664
S1697,Fan Milk Junction,5.621620178,-0.298802525
S833,Clinic 121,5.656633377,-0.207807004
S299,Papawo,5.667439938,-0.199338004
S1510,Overhead 419,5.570409775,-0.213056996
S957,Paa Willie,5.558859825,-0.245848
S3466,NDC,5.661920071,-0.050740998
S3413,Pig Farm Junction,5.601250172,-0.197635993
S5496,Old Station 092,5.651619911,-0.237460002
S1798,Achimota Old Station,5.616519928,-0.229473501
S5878,Swanlake,5.585080147,-0.231705993
S19,T-Junction 016,5.626877308,-0.251017988
S5795,Church of Christ,5.586319923,-0.140773997
S4675,Station 544,5.5342803,-0.237663493
S1448,Champion,5.56028986,-0.209609002
S5785,Stop D,5.572879791,-0.148876995
S2359,Traffic Light (Lapaz),5.607059956,-0.248526007
S3357,Cold Store 366,5.587480068,-0.232720003
S4646,Curve 480,5.525780201,-0.254563987
S1691,Paradise,5.632989883,-0.325542986
S2976,Overhead 2,5.612020016,-0.227523997
S4003,Police Station 417,5.575570107,-0.198506996
S5271,Total 013,5.599299908,-0.236065999
S5340,White house,5.680980206,-0.243022993
S3020,Site 10,5.65081501,0.0004795
S5337,Gym,5.656030178,-0.237296999
S4222,Korle Bu Junction 438,5.537529945,-0.221834004
T4557,Terminal Salaga Station,5.540164948,-0.209948
S3946,Roman Ridge school,5.601789951,-0.193305001
S2904,New Town Station,5.573589802,-0.214898005
S5537,La Beach,5.569369793,-0.147488996
S722,Total 321,5.682787418,-0.01410775
T2086,Terminal New Tema Station,5.548520088,-0.201551666
S5886,Socail Welfare 046,5.569139957,-0.234134004
T2062,Terminal Santa Maria,5.60525322,-0.275816669
S1201,Industrial Area,5.590710163,-0.229894996
S1734,Chop Bar 999,5.616855145,-0.276218504
S5069,Stores,5.681900024,-0.239870995
S1366,Old Melcom 2,5.587926865,-0.226910666
S1110,Gaskia,5.556359768,-0.235830501
S3105,Masalachi 331,5.5865798,-0.192782
T1028,Terminal Alajo Taxi Rank,5.595699787,-0.216952669
S2668,Akoto Lante,5.538334846,-0.213021994
S4242,NLO,5.641829967,-0.166760996
T3182,Terminal Ashaiman Overhead,5.682209969,-0.025216
T4065,Terminal D,5.706099987,-0.165349007
S4501,Korle Bu Lorry Station,5.535369873,-0.230442494
S6262,Control,5.549739838,-0.264649004
S4627,Jah Annointing,5.521369934,-0.263751
S5100,Ama Mensah,5.528800011,-0.230274007
S4162,Polyclinic 302,5.536716461,-0.223315671
S4771,Plaza 149,5.534224987,-0.235496998
S3434,Junction 376,5.568210125,-0.212286994
S32,Free Pipe,5.599830151,-0.237654999
S1061,Coffee Shop,5.567220211,-0.169447005
S3617,Ridge 393,5.560770035,-0.200941995
T28,Terminal Mallam Atta Station,5.582009792,-0.208862802
S5700,Super Markert,5.698239803,-0.204971999
S3415,King of Kings,5.612699986,-0.202280998
S760,Adoemi,5.5801301,-0.107809
T3948,Terminal Nyaho,5.617340088,-0.177080505
S1855,Mascot,5.537849903,-0.259932011
S3882,Abossey Okai,5.560655117,-0.229773
S2768,Pro Credit 1,5.576710224,-0.212709993
S2613,Challenge,5.576920033,-0.208636001
S2220,Spanner,5.620856762,-0.176243663
S4488,Nangala,5.566539764,-0.211818993
S5664,Masalachi 035,5.614079952,-0.313564986
S595,Okaiman Junction,5.728429794,-0.275881499
S2687,55,5.589049816,-0.236286998
S3943,Konca,5.596759796,-0.194845006
S445,Alhaji,5.628139973,-0.26146099
S46,Second Gate 036,5.575729847,-0.229199007
S2673,Accra Post Office,5.542719841,-0.206958503
S3868,Christ Mission,5.594719887,-0.269899994
S4739,Ako Store,5.549980164,-0.255062014
S4906,Down Right 536,5.537010193,-0.238415003
S6125,Kawokudi 076,5.594739914,-0.188537002
S819,Club House,5.627059937,-0.218972996
S4639,Market 488,5.550260067,-0.220246002
S4261,Ebenezer 260,5.529513359,-0.269887
S1323,Bridge 521,5.526370049,-0.249081999
S1747,Odorgonno,5.589795113,-0.284324497
S594,Market Mayera,5.726399899,-0.276473999
S5401,Kalabule,5.544960022,-0.38469401
S2316,Junction 262,5.525390148,-0.27125299
S820,Junction 120,5.620930195,-0.223679006
T2741,Terminal New Russia,5.558350086,-0.256927997
S4565,Santana,5.526669979,-0.247163996
S3192,Down,5.637609959,-0.278649002
S974,Fishing Harbour Near Total,5.644979954,0.014925
S367,Ofankor Barrier,5.658070087,-0.267172009
S1102,Kaneshie Societe Generale,5.564317703,-0.234364495
S4446,Legon 2nd 456,5.65666008,-0.179630995
T2197,Terminal Circle Odor Rise,5.573064804,-0.215425499
S192,Mensvic,5.636260033,-0.171895996
S3442,Topland,5.597099781,-0.199004993
S5222,Abrantie 2,5.605020046,-0.252362013
S3709,Adangme,5.593150139,-0.216691002
S5231,Vulganizer 040,5.60792017,-0.246594995
S4352,Usher Fort 447,5.540100098,-0.207544997
S4416,Sankara,5.572850227,-0.191285998
S1588,37 Bus Stop,5.591247559,-0.180975497
S2298,Roadside 260,5.533229828,-0.234994993
T1994,Terminal Nyamekye,5.601850033,-0.258944005
S50,Kaneshie 1,5.566040039,-0.233767003
S920,Timber Market,5.543149948,-0.216158003
S4067,Zongo Junction 422,5.681359768,-0.171976
T418,Terminal Fise Junction,5.698420048,-0.29216601
S340,Bokuase Junction,5.688020229,-0.282137007
S1369,Michelin,5.579189777,-0.216999993
S1189,Shell 002,5.556359768,-0.182717666
S6211,Pokuase ACP Junction,5.691589832,-0.287193
S5613,R.about,5.572130203,-0.230981007
S1992,Alafia,5.593504906,-0.252231002
S5988,Block Factory 052,5.722539902,-0.278421015
S3155,Bridge 334,5.671639919,-0.204759002
S3854,Ablekuma Station,5.606510162,-0.249800995
S5919,Clinic 050,5.577179909,-0.299510986
T183,Terminal American House,5.648157597,-0.1504745
S874,Blue Kiosk 409,5.599096775,-0.272501677
S6207,Donu Station,5.720039845,-0.365563005
S3030,Pharmacy 380,5.643189907,-0.123057999
S1584,Legon First,5.64847517,-0.17996949
S3090,Polo Junction 122,5.610569954,-0.27510199
S5705,Ecomog,5.680570126,-0.201860994
S1990,Hansonic,5.574120045,-0.252914995
S3204,School Junction 342,5.637720108,-0.295937985
S1682,Mahean Junction,5.643445015,-0.344429493
S3381,Night Market 367,5.595900059,-0.245346993
S5674,Agape Top Station,5.612549782,-0.314853996
S3663,Legon First,5.651830196,-0.180046007
S4382,Mangoase 1,5.580070019,-0.234684005
S1608,Nima Bola,5.583660126,-0.197861999
S81,Total 011,5.597820282,-0.233523503
S1777,Graphic,5.555360317,-0.218707502
S49,Mother's Inn,5.573390007,-0.231368005
S1331,Abelemkpe,5.609379768,-0.210392997
S5710,Pharmacy 380,5.66121006,-0.205661997
S486,Flat Top,5.609119892,-0.238146603
S4015,Ebenezer 419,5.608389854,-0.122776002
S3213,Market 035,5.607415199,-0.257053494
S662,ABC,5.628890038,-0.236517504
S1279,Graphic,5.555150032,-0.218172997
S2133,Obetsebi Roundabout,5.562709808,-0.228429511
S2481,Lamptey Maamli,5.52643013,-0.248836994
S4146,Second Gate 055,5.573120117,-0.192217007
S5007,Tuba,5.546850204,-0.382531524
S1121,Road Side 166,5.553549767,-0.254296005
S1613,Paloma,5.57204628,-0.205815807
S5140,Equip,5.571010113,-0.210375994
S1095,Kaneshie,5.564229965,-0.234270006
S4703,Galloway,5.547920227,-0.217942998
S1797,Suzy,5.610839844,-0.232550994
S5025,Water Works 543,5.579510212,-0.260030001
S5733,Calvary,5.593120098,-0.288619995
S1407,Roadside 201,5.5759902,-0.213217005
S1668,Obetsebi Roundabout 1,5.560394764,-0.227679998
S6117,Roundabout Accra Mall,5.620890141,-0.173949003
S2352,Achimota New Station,5.620969772,-0.226134494
S2155,Bubiashie,5.586420059,-0.239333004
S4373,St John's 452,5.582389832,-0.235184997
S1337,Five Five,5.589693546,-0.207225129
S5378,Weija Barrier,5.657690048,-0.265659988
S267,Tesano 2nd,5.605889797,-0.225817993
S2324,Yellow House 262,5.524469852,-0.271887004
S3053,Odorkor,5.580609798,-0.262416989
S2256,East Legon,5.6394701,-0.169909999
S1619,NIC,5.613949776,-0.296222508
S1546,Caprice,5.582980156,-0.216674
S2677,Farresco,5.556439877,-0.212469995
S649,Kuntunse,5.740749836,-0.315869004
S5260,Total 011,5.598096848,-0.233128995
S4417,ABC,5.573470116,-0.192592993
T168,Terminal Adjiringanor,5.651959896,-0.131905998
S5598,Industrial Area Stanbic,5.585480213,-0.225275993
S115,STC,5.565400124,-0.225299999
S793,Road Side 120,5.668330193,-0.205669999
S1880,Sahara,5.550347328,-0.264614433
S1863,Sahara,5.550660133,-0.264483005
T2368,Terminal Hansonic,5.574454784,-0.252703503
S3162,Nii Boiman,5.607900143,-0.245762005
S1830,Total 447,5.535630226,-0.228888497
S889,Tusaami,5.526949883,-0.241805002
S3016,Roundabout 321,5.622240067,-0.178717002
S384,St John's 094,5.639953136,-0.243535995
S3441,Jakaal,5.594679832,-0.202253997
S532,Atomic Junction,5.667280197,-0.181806996
S5619,Roadside 029,5.59153986,-0.232988
S35,Post Office 310,5.603845119,-0.243565008
S2487,Korle Bu Junction 271,5.544010162,-0.240143001
S3228,Family and Freinds,5.600319862,-0.273200989
S715,On The Overhead,5.620979786,-0.231443003
S600,Block Factory Adusa Quarters,5.732279778,-0.272891998
S1038,Market 224,5.590799809,-0.216965005
S442,CPF 1,5.626860142,-0.246217996
S6136,Curve 076,5.609499931,-0.212132007
S4468,Curve 456,5.579919815,-0.175421998
S6202,Adeimah Station,5.71295023,-0.369194001
S78,Cold Store 366,5.587554932,-0.232755497
S4008,Carnival Bar & Lounge,5.557499886,-0.154306993
S4105,Cold Store 424,5.595699787,-0.085900001
S5596,Lake Side,5.591670036,-0.231723994
S555,Lapaz Station Newtown,5.58409977,-0.208233997
S3229,Drug Store 326,5.602940083,-0.274791002
S2295,Alolo,5.53237009,-0.247325003
S1542,Filling Station 216,5.577809811,-0.216790006
S1413,Nima Junction,5.578999996,-0.209078997
S1171,Post Office 172,5.542140007,-0.208721995
S3380,Last Stop 367,5.595369816,-0.242592007
T1596,Terminal Lido Terminal (Circle Overhead),5.570700169,-0.213316336
S2190,Curve 254,5.61164999,-0.199534997
S25,School Junction 030,5.585130215,-0.210003003
S1934,Zodiac 1,5.559279919,-0.262380987
S5076,Curve 092,5.690350056,-0.232125998
S387,Kingsby,5.626440048,-0.234954
S1677,Waakye,5.638944626,-0.332590491
S1065,Koala Supermarket,5.56619978,-0.181151003
S1252,Asore Danho 011,5.575449944,-0.216729
S1775,Station 231,5.570040226,-0.244179994
S5368,Amasaman,5.705959797,-0.297728002
S1239,Bishop Bubuashie,5.571489811,-0.238426328
S1302,2nd Stop Behind Accra Academy,5.573890209,-0.242329001
S4104,Brigade 424,5.593824863,-0.088997997
S688,Neoplan 114,5.624750137,-0.233282
S6198,Donu Container,5.727540016,-0.364538014
S1223,Factory,5.580725193,-0.245646
S629,Fise Junction,5.698319912,-0.291894674
S2453,Blacksmith,5.550769806,-0.240209997
S2000,Curve 240,5.567759991,-0.257095993
S3295,Okponglo Legon Station,5.640530109,-0.179353997
S1811,Roundabout 240,5.55742836,-0.264857858
S792,Plaza 120,5.65403986,-0.203503996
S1380,Roadside 193,5.577229977,-0.221138
S2328,Masalachi 240,5.582489967,-0.251672
S4952,Masalachi 539,5.54516983,-0.255495995
S698,Roadside 2 114,5.65267992,-0.250912994
S1624,Ablekuma Pharmacy,5.631800175,-0.313953012
S609,Afiaman,5.708799839,-0.286832988
S635,Medie,5.761956692,-0.325955659
T4753,Terminal Tabora Alhaji Station,5.625374794,-0.261719495
S67,New Fadama Station,5.595990181,-0.245341003
S1306,Control Junction,5.577360153,-0.242878005
S3942,Curve 415,5.595910072,-0.193901002
S487,Sue's Inn,5.610690117,-0.232867509
S271,PTC 078,5.567613125,-0.215005994
S898,Palladium,5.541196664,-0.215313007
S5071,Guest House,5.688680172,-0.231968999
S3906,Arabada,5.555419922,-0.225030005
S2903,Shell 1,5.580110073,-0.210158005
S1769,Mallam Market,5.573645115,-0.278939754
S3524,Masalachi 081,5.674389839,-0.174502
S285,Ritz,5.687570095,-0.171287999
S5672,Jerico,5.608890057,-0.326613992
S241,Abeka Junction,5.598721981,-0.223758206
S1305,Valley Inn,5.578430176,-0.244663
S6190,Kotoku Junction,5.760749817,-0.326516002
S4132,Brigade 424,5.593589783,-0.08941
S2819,Korle Bu,5.542960167,-0.226269007
S4772,Shell Filing Station 463,5.533699989,-0.237948999
S5702,Cemetery 377,5.695040226,-0.201673001
T1044,Terminal Circle Lido,5.571080208,-0.213558146
S3519,Adenta Barrier,5.699960232,-0.171721995
S5044,Market 090,5.608839989,-0.241007999
S2096,Two-O-Five,5.531944752,-0.254053265
S5328,Family Life,5.622739792,-0.248446003
T2497,Terminal Korle Bu Station,5.536646366,-0.230805472
S4553,Castle Junction,5.549739838,-0.189567998
S1562,Water Works 221,5.583300114,-0.185022995
S582,Jama Pokuase,5.692315102,-0.284218997
S2637,Footbridge 2,5.565790176,-0.236653998
S3382,Musuni,5.598760128,-0.245376006
S3223,Number 3,5.606750011,-0.254866987
S3529,Legon Gate,5.648310184,-0.179937005
S4747,Motorway,5.603789806,-0.258062989
S5644,GIS,5.581039906,-0.176084995
S5652,Kawokudi,5.594880104,-0.188779995
S5072,Mangoase 092,5.694880009,-0.235571995
S5028,Road Side 544,5.546800137,-0.240134999
S3317,Abofu Junction,5.619780064,-0.225957006
S2482,Alomo,5.526649952,-0.246168002
S1209,Estate 174,5.57461977,-0.233005002
S229,Circle Bus Stop,5.572165012,-0.216148004
S1647,Market 156,5.56291008,-0.213808998
S6035,Jedu 2,5.612130165,-0.267704993
S2708,Curve 288,5.567550182,-0.235062003
T113,Terminal Accra CMB,5.551083565,-0.213060333
S3988,Samsung,5.56208992,-0.181764007
S5269,Abeka Junction,5.598589897,-0.229278997
S3107,Accra High,5.568260193,-0.201259002
S4561,Police Station,5.527460098,-0.237062007
S4506,Abodwe,5.534540176,-0.242366493
S3643,Alaska,5.585350037,-0.197623
S1313,Arena,5.544799805,-0.216699004
S2824,White Cross,5.553510189,-0.319786012
S341,Festus,5.688010216,-0.282018989
S1625,New Town 223,5.633440018,-0.315871
S2764,Nkansah Gyan 298,5.590519905,-0.206835002
S101,Washing Bay 140,5.537789822,-0.402922988
S725,Site 7,5.65288496,-0.0008995
S676,1st Underbridge,5.67463541,-0.0439515
S5777,Aforman house,5.628859997,-0.263516009
S5847,Road Side 2 044,5.642169952,-0.238528997
T1099,Terminal Odorkor Station,5.581016064,-0.263733534
S79,Star Light,5.589409828,-0.231842995
S6012,Police Head Quarters,5.570380211,-0.187246993
T2021,Terminal Baweleshi,5.64180994,-0.167132005
S2823,Mc Carthy,5.565463543,-0.288967997
S3426,Sunny FM,5.570535183,-0.199861005
S777,Soul Clinic,5.580200195,-0.156100005
T5371,Terminal Sarpeiman,5.720089912,-0.30889599
S246,Tesano Baptist,5.601709843,-0.224957004
S5139,Nima Police Station 996,5.572979927,-0.201803997
S1795,Abrantie,5.605050087,-0.252196997
S3350,Mars,5.561989784,-0.255048007
S5,Oku Man,5.641260147,-0.330172002
S1350,Kaneshie Market Station,5.565013409,-0.23565717
S3548,Asanka Local,5.663249969,-0.164799005
S6191,Block Factory 1,5.756629944,-0.332498014
S1573,Atomic First,5.66650486,-0.17702733
S1106,New Makola No. 2 Market - Agbobloshie,5.547699928,-0.217965007
S648,Satellite,5.745870113,-0.318489999
S4684,Premier,5.543069839,-0.243277997
S5098,Awuley Quaye,5.528130054,-0.233658001
S2455,Mamprobi Polyclinic,5.538354874,-0.245033503
S1632,Awudome Roundabout,5.572965145,-0.230960503
S5362,Agya Herbal,5.672780037,-0.271714002
S4817,Usher Fort 995,5.538589954,-0.208766997
S2394,Sharp Curve,5.568190098,-0.25652501
S4525,Agric,5.547579765,-0.198998004
S4011,Block Factory 1,5.583340168,-0.130878001
S314,First Block Factory,5.645800114,-0.138042003
S795,Road Side 2 120,5.691219807,-0.198124006
S1728,Kingsway,5.552064896,-0.210975006
T2619,Terminal Bus Stop 278,5.565299988,-0.230823994
S1489,St Theresa's,5.580500126,-0.229315996
S5505,Petroleum,5.621880054,-0.250158995
S62,Abotre,5.604616642,-0.244763002
S2136,Sabolai,5.555399895,-0.226142496
S5480,Stop B,5.611670017,-0.245127007
S1388,Five Five,5.590110302,-0.207085505
S4863,Akoto Lante,5.540770054,-0.215158001
S3957,Roman Ridge School,5.601560116,-0.193608001
S4917,Abodwe,5.534589767,-0.242188007
S5663,Up Town,5.617350101,-0.310927004
T240,Terminal Tema Station,5.548916817,-0.200761333
S1122,Paa Willie,5.559710026,-0.251630992
S1611,Nima Roundabout 274,5.578080177,-0.200729996
S2981,Flat Top,5.610579967,-0.234194994
S5403,Washing Bay 017,5.536839962,-0.40633601
S4844,New Life 523,5.564919949,-0.150943995
S6076,New Town 37 Station,5.590960026,-0.206426993
S1348,Dansoman Junction 251,5.574039936,-0.252797008
S4273,Road Side 444,5.534490108,-0.244497001
S6164,General Hospital,5.679200172,-0.022384
T1081,Terminal Arena Station,5.545394897,-0.215963999
S4062,Filling Station 422,5.70002985,-0.171688005
S5779,Shell 381,5.62116003,-0.262661994
S3177,Market 035,5.607269764,-0.256835997
S4869,IBE Curve,5.53883028,-0.246566996
S1768,Mallam Junction 1,5.569220066,-0.286072344
S5398,Shoprite,5.546410084,-0.341892987
S2233,Airport First,5.60656023,-0.177268997
S4673,Salvation 2,5.543320179,-0.240124002
S52,Mosque 036,5.55862999,-0.229573995
S1673,Block Factory 051,5.632315159,-0.324696004
S1395,Total 196,5.585690022,-0.207978994
S1312,Timber Market,5.543086529,-0.21612367
S1705,Odorkor Tipper,5.578249931,-0.270165741
S2590,Sempe 2,5.537935257,-0.239466503
S4702,Market 488,5.550930023,-0.221172005
S422,Festus,5.691883564,-0.28766799
S5649,Perez,5.607069969,-0.207271993
S2672,High Street,5.541669846,-0.206407994
S5070,Obaa Ohemaa,5.68667984,-0.231637999
S947,Flamingo 2,5.559016705,-0.247248664
S326,Bawaleshie 2nd,5.642105103,-0.164885998
S5341,Market 015,5.688489914,-0.246870995
S5178,Generator,5.609179974,-0.27482301
S4786,Ussher Fort,5.538525105,-0.208803505
S4540,A Life,5.591119766,-0.093712002
S4489,Roadside 458,5.590149879,-0.207681
S5589,Washing Bay 1,5.594089985,-0.232544005
S72,Bishop Bubuashie,5.571720123,-0.238828003
S5323,New Fadaman junc.,5.600709915,-0.239057004
S775,Palm Wine 118,5.566659927,-0.145520002
T1492,Terminal Swanlake Laststop,5.584044933,-0.234067995
S5473,Shell 020,5.580979824,-0.216599002
S3956,MedLab,5.601819992,-0.193136007
S219,P.T.C,5.567580223,-0.214990005
S1867,Roundabout 240,5.556809902,-0.264656991
S5079,Mile 7 Junc. 094,5.633669853,-0.239108995
T2431,Terminal Soko Station,5.545176029,-0.252091599
S4784,Korle Bu Polyclinic,5.536680222,-0.221662
S5650,Roman Ridge,5.603189945,-0.201017007
S2797,Total 209,5.576849937,-0.227461994
S2669,Asore,5.53550005,-0.211630002
S4137,Melcom (Teshie),5.587319851,-0.099841997
S576,Agyaeba,5.672699928,-0.271723986
S553,Police Station 400,5.592577457,-0.204002753
T2166,Terminal Darkuman,5.577327728,-0.254656248
S2371,Grammer,5.566900253,-0.258246481
S1011,Total 302,5.556974888,-0.231806502
S417,Festus,5.693045139,-0.288571835
S659,White House 105,5.675300121,-0.272693992
S4188,Choice,5.552889824,-0.325132996
S287,Fili,5.700230122,-0.171587005
S871,Santa Maria,5.604489803,-0.275662005
S4815,Oceania Hotel,5.529799938,-0.225399002
T1503,Terminal Circle Overhead Station,5.569806576,-0.218012
S2600,Sempe 2,5.537895203,-0.239830986
S1377,Ghana Mart,5.589560032,-0.228224993
S3277,Rich Oil -Filling Station,5.637179852,-0.216961995
S1229,Old Melcom,5.58743,-0.227117002
S5048,Alaafia 1,5.59747982,-0.250333011
S13,Amasaman,5.704480171,-0.298622996
S2982,Akweteman,5.610129833,-0.236110002
S4265,Agbado 476,5.538559914,-0.215234995
S321,Station 1 070,5.646749973,-0.134440497
S6184,Toman,5.712170124,-0.305043995
S5054,Nyamekye 1,5.602779865,-0.256238014
T3846,Terminal Amasaman,5.705239773,-0.297951005
S3664,Atomic Second,5.66779995,-0.176635996
S6100,Super Market 006,5.6321702,-0.095283002
S970,Main Harbour Terminal Near Total Filling Station,5.630090237,0.004087
S4466,37 Station,5.588500023,-0.179573998
S4813,Police Station 521,5.527450085,-0.237008005
S3402,Road side - New Makola No. 2 Market,5.548260212,-0.218336999
S277,Atomic First,5.669509888,-0.178957
S493,Forestry,5.638909817,-0.209038004
S4696,Flamingo 4,5.558839798,-0.245801002
T1684,Terminal Manhean Station,5.642374992,-0.345703989
S268,Total 079,5.610569954,-0.227730006
S5790,Container 003,5.57517004,-0.139061004
S816,Palava,5.638020039,-0.211691007
S4283,Point 6,5.528260231,-0.26838401
S731,Flower Pot 116,5.629759789,-0.156362996
S2019,Road Side 241,5.636809826,-0.171628997
S770,C5,5.596950054,-0.083939001
S446,Ayigbe Town (via Tabora),5.630970001,-0.265197009
S1018,Ayigbe Town 303,5.553890228,-0.231402993
S6266,Zone Six,5.53139019,-0.257694006
S3541,Baba Yara,5.686289787,-0.156257004
S1586,Spanner,5.620863914,-0.176369205
S1717,Darkuman Junction 302,5.577233315,-0.255541325
S3824,Borla Junction 406,5.573520184,-0.287092
S614,Pokuase Police Station,5.691100121,-0.283389986
S5206,End Hor,5.621789932,-0.250182003
S2387,Roundabout ADB,5.558300018,-0.264003009
S6166,Eight,5.67320013,-0.009901
S1051,Polo Junction 345,5.598400116,-0.212234005
S3531,Shangrila,5.615980148,-0.176142007
S1205,Vodafone Office,5.573483467,-0.216525003
S1760,Weija School Junction,5.570380211,-0.331259012
S5703,Agbogba junction,5.692009926,-0.198926002
S3535,Epo,5.610139847,-0.176416993
S1741,Transformer 230,5.635779858,-0.29241699
S3944,Accra Girls,5.598120213,-0.193807498
S1149,St. Mary's/Barber,5.536846638,-0.223547339
S3349,2nd Junction,5.564469814,-0.255894989
S1333,PBC Perez Junction,5.607830048,-0.208086997
S3819,Bintu,5.58743,-0.271733999
S6246,Car pack,5.591450214,-0.219411999
S998,Methodist 236,5.535045147,-0.243683502
S3435,Circle Overhead 996,5.571229935,-0.213171005
S1612,Nima Police Station 996,5.573585033,-0.201510996
T680,Terminal Ashiaman Station,5.682084084,-0.040476601
S5629,Frankies,5.561800003,-0.181816995
S4898,Infiniti,5.539390087,-0.244655997
S405,Saw Mill,5.653289795,-0.223156005
S2373,Akukor Photo,5.563020229,-0.260300994
S4831,Road Side 522,5.550889969,-0.245974004
S3989,Papaye 002,5.559599876,-0.182211995
S378,Ofankor Barrier,5.657767296,-0.265466243
S5335,Dome Crossing,5.648550034,-0.236618996
S562,New Town 37 Station,5.587150097,-0.207655996
S2097,Zone Six,5.531425953,-0.257532209
S2567,UNC,5.532289982,-0.248253003
S82,P & P,5.599269867,-0.235973999
S1527,Cat,5.595293522,-0.221889004
S4744,Circle Station,5.591040134,-0.252252012
S583,Last Park Pokuase,5.69535017,-0.286159992
S4708,Zongo Market,5.553050041,-0.237284005
S6173,Achimota Overhead,5.611619949,-0.231194004
S682,Dzorwulu Junction Station,5.618357658,-0.191623002
S6059,Duanase 058,5.631110191,-0.290540993
T3150,Terminal Agbogba,5.691895008,-0.198717505
S3082,Drug Store,5.602980137,-0.274760991
S1096,First Light,5.569509983,-0.242753506
S1037,Caprice,5.582819939,-0.216684997
S4810,Pentecost 521,5.526329994,-0.249648005
S2247,Otanor,5.652430058,-0.129672006
S4760,School Junction 492,5.570459843,-0.237584993
S3050,Toyota 322,5.55919981,-0.225665003
S3046,Graphic,5.554140091,-0.214344993
T1206,Terminal Circle Odorna Station,5.569590092,-0.216475374
S4041,Atlantic Trafic,5.563560009,-0.201820999
S4463,Opeibea,5.598130226,-0.179566994
S2163,Quarters 249,5.572360039,-0.247289002
S214,Lotto House,5.532410145,-0.250969499
S5356,Family Life,5.623316765,-0.248861343
S5584,Industrial Area Kasadjan,5.58137989,-0.223654002
S2788,Swanlake,5.587480068,-0.232571006
S431,Achimota New Overhead,5.621220112,-0.231482998
S4031,East Cantonment Pharmacy,5.566430092,-0.214917004
S2634,Flamingo,5.559094906,-0.246307001
S3208,Mensah Addo,5.633289814,-0.283944994
S5979,Agbochi,5.717470169,-0.282018989
S6252,1 plus 1,5.569109917,-0.252317011
T3337,Terminal Mataheko New Russia Station,5.55656004,-0.257010505
S1687,Mahean Junction,5.643350124,-0.344148993
S94,Gospel Light,5.546830177,-0.345638007
S74,Akutu Junction,5.568675041,-0.237038001
S5513,Nima Junction,5.582379818,-0.208661497
S3642,Maamobi Market,5.593911171,-0.194835007
S3810,Ebony 254,5.603179932,-0.200692996
S1620,Fan Milk Junction,5.621794701,-0.298582017
S522,Christian Village Junc.,5.63504982,-0.215014994
S4467,Lands,5.584829807,-0.176260993
S3098,GCB Bank,5.546840191,-0.210584
S1566,License Office,5.592199802,-0.180574
S842,Christian Village Junc,5.634695053,-0.215396494
S860,Drug Store Junction,5.602210045,-0.274307996
S1271,Ayigbe Town 176,5.582970142,-0.240332007
S5552,Roundabout (Accra Mall),5.621079922,-0.173990995
S5246,Dome Market,5.644398212,-0.237585992
S1295,Kaneshie Bishop,5.571650028,-0.238609001
S960,Zongo Junction 410,5.556540012,-0.235567003
S5966,Number 3,5.607220173,-0.258569002
S3040,Lapaz,5.606500149,-0.249090254
S1998,Masalachi 240,5.583740234,-0.251635998
S709,Tantra Junction,5.643110275,-0.245645508
S1659,Awoshie Last Stop,5.591565132,-0.287209511
S5077,Junction 092,5.667429924,-0.238866001
S4834,Station 544,5.534369946,-0.237800002
S6144,Washing Bay 1,5.641459942,-0.250777006
S1757,Filling Station 231,5.562449932,-0.316141009
S3346,T-Junction 363,5.566100121,-0.252003998
S1629,Ablekuma Pharmacy,5.636680126,-0.319734007
